Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Time,Temp (å¡C),Temp Flag,Dew Point Temp (å¡C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-15 13:00,2019,6,15,13:00,20.5,,8.1,,45,,32,,18,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-15 14:00,2019,6,15,14:00,21.1,,8.4,,44,,30,,17,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-15 15:00,2019,6,15,15:00,20.9,,7.7,,43,,30,,15,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-15 16:00,2019,6,15,16:00,21.3,,7.4,,41,,31,,18,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-15 17:00,2019,6,15,17:00,21.5,,7.3,,40,,35,,21,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-15 18:00,2019,6,15,18:00,17.5,,9.7,,60,,4,,18,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-15 19:00,2019,6,15,19:00,17.9,,10.4,,62,,6,,11,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-15 20:00,2019,6,15,20:00,16.6,,9.4,,62,,34,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-15 21:00,2019,6,15,21:00,16.2,,9.7,,66,,1,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-15 22:00,2019,6,15,22:00,14.6,,9.7,,73,,35,,4,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-15 23:00,2019,6,15,23:00,14.3,,9.8,,74,,27,,2,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 0:00,2019,6,16,0:00,12,,10.9,,93,,24,,3,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 1:00,2019,6,16,1:00,11.6,,11.6,,100,,25,,2,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 2:00,2019,6,16,2:00,11,,11,,100,,25,,2,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 3:00,2019,6,16,3:00,10,,9.9,,100,,,,0,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 4:00,2019,6,16,4:00,9.9,,9.9,,100,,21,,3,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 5:00,2019,6,16,5:00,10.2,,10.2,,100,,0,,1,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 6:00,2019,6,16,6:00,13,,12.6,,98,,0,,1,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 7:00,2019,6,16,7:00,15.3,,14,,92,,,,0,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 8:00,2019,6,16,8:00,16.8,,10.8,,68,,35,,4,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 9:00,2019,6,16,9:00,18.3,,10.5,,60,,31,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 10:00,2019,6,16,10:00,19.5,,9.1,,51,,7,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 11:00,2019,6,16,11:00,20.9,,9.1,,47,,12,,3,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 12:00,2019,6,16,12:00,21.5,,8.2,,42,,7,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 13:00,2019,6,16,13:00,22,,7.5,,39,,8,,10,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 14:00,2019,6,16,14:00,20.8,,6.3,,39,,4,,10,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 15:00,2019,6,16,15:00,22.1,,6.1,,36,,4,,10,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 16:00,2019,6,16,16:00,23.5,,7.6,,36,,9,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 17:00,2019,6,16,17:00,23.1,,6.5,,34,,8,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 18:00,2019,6,16,18:00,22.9,,8,,38,,10,,10,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 19:00,2019,6,16,19:00,21.4,,6.2,,37,,11,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 20:00,2019,6,16,20:00,20.9,,5.9,,38,,15,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 21:00,2019,6,16,21:00,20.4,,6,,39,,14,,4,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 22:00,2019,6,16,22:00,17.9,,6.5,,47,,16,,3,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-16 23:00,2019,6,16,23:00,16.1,,7.6,,57,,15,,4,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 0:00,2019,6,17,0:00,15.8,,7.6,,58,,16,,4,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 1:00,2019,6,17,1:00,14.1,,9.1,,72,,17,,8,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 2:00,2019,6,17,2:00,13.3,,9.5,,77,,17,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 3:00,2019,6,17,3:00,12.5,,10.7,,89,,17,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 4:00,2019,6,17,4:00,11.8,,10.9,,94,,16,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 5:00,2019,6,17,5:00,12.2,,10.9,,92,,17,,4,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 6:00,2019,6,17,6:00,13.8,,11.8,,88,,17,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 7:00,2019,6,17,7:00,16.7,,11.1,,70,,19,,8,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 8:00,2019,6,17,8:00,19.3,,11.2,,59,,18,,8,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 9:00,2019,6,17,9:00,21.7,,9.7,,46,,20,,13,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 10:00,2019,6,17,10:00,22.3,,9.6,,44,,17,,16,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 11:00,2019,6,17,11:00,23,,8.2,,39,,17,,15,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 12:00,2019,6,17,12:00,22.9,,7.8,,38,,14,,19,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 13:00,2019,6,17,13:00,23.1,,7.2,,36,,15,,17,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 14:00,2019,6,17,14:00,24.1,,7.9,,36,,15,,20,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 15:00,2019,6,17,15:00,25.1,,7.7,,33,,16,,18,,,,,,25,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 16:00,2019,6,17,16:00,24.8,,8.2,,35,,15,,19,,,,,,25,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 17:00,2019,6,17,17:00,24.8,,7.5,,33,,15,,20,,,,,,25,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 18:00,2019,6,17,18:00,24.2,,6.6,,32,,15,,24,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 19:00,2019,6,17,19:00,24.1,,7,,33,,16,,21,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 20:00,2019,6,17,20:00,23.1,,6.7,,35,,14,,18,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 21:00,2019,6,17,21:00,21.3,,7.4,,41,,14,,14,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 22:00,2019,6,17,22:00,19.5,,8.1,,47,,13,,15,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-17 23:00,2019,6,17,23:00,18.7,,7.9,,50,,15,,18,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 0:00,2019,6,18,0:00,17.7,,7.6,,52,,14,,20,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 1:00,2019,6,18,1:00,16.7,,7.4,,54,,15,,18,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 2:00,2019,6,18,2:00,16.3,,6.5,,52,,15,,17,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 3:00,2019,6,18,3:00,15.5,,6.1,,53,,16,,16,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 4:00,2019,6,18,4:00,15.6,,6.8,,56,,18,,11,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 5:00,2019,6,18,5:00,15.9,,7,,56,,20,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 6:00,2019,6,18,6:00,16.3,,11.3,,72,,30,,14,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 7:00,2019,6,18,7:00,15.8,,11,,74,,32,,17,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 8:00,2019,6,18,8:00,14.3,,13.6,,96,,32,,11,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 9:00,2019,6,18,9:00,15.2,,13.7,,91,,30,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 10:00,2019,6,18,10:00,17.2,,13.8,,80,,30,,12,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 11:00,2019,6,18,11:00,18.9,,13,,69,,31,,11,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 12:00,2019,6,18,12:00,19.3,,12.4,,64,,34,,10,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 13:00,2019,6,18,13:00,20.5,,12,,58,,31,,9,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 14:00,2019,6,18,14:00,21,,10.7,,52,,35,,8,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 15:00,2019,6,18,15:00,22,,9.7,,45,,1,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 16:00,2019,6,18,16:00,21.1,,9.9,,49,,31,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 17:00,2019,6,18,17:00,22.9,,9.5,,43,,32,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 18:00,2019,6,18,18:00,16.7,,11.4,,71,,34,,11,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 19:00,2019,6,18,19:00,17.3,,10,,63,,29,,4,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 20:00,2019,6,18,20:00,18.6,,9.8,,57,,,,0,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 21:00,2019,6,18,21:00,17.3,,9.4,,60,,29,,3,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 22:00,2019,6,18,22:00,16,,10.4,,69,,24,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-18 23:00,2019,6,18,23:00,14.8,,11.3,,80,,27,,3,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 0:00,2019,6,19,0:00,14.9,,11.4,,80,,15,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 1:00,2019,6,19,1:00,13.7,,12.9,,95,,31,,3,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 2:00,2019,6,19,2:00,14.5,,12.8,,89,,9,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 3:00,2019,6,19,3:00,13.3,,12.8,,97,,6,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 4:00,2019,6,19,4:00,14.4,,12.4,,88,,6,,8,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 5:00,2019,6,19,5:00,14.2,,12.6,,90,,7,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 6:00,2019,6,19,6:00,13.4,,13.4,,100,,23,,10,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 7:00,2019,6,19,7:00,10.7,,10.7,,100,,32,,17,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 8:00,2019,6,19,8:00,9.3,,9.3,,100,,33,,16,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 9:00,2019,6,19,9:00,8.2,,8.2,,100,,35,,23,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 10:00,2019,6,19,10:00,8.1,,8.1,,100,,30,,15,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 11:00,2019,6,19,11:00,7.4,,7.4,,100,,31,,16,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 12:00,2019,6,19,12:00,7,,7,,100,,32,,23,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 13:00,2019,6,19,13:00,7.5,,7.5,,100,,30,,17,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 14:00,2019,6,19,14:00,7.4,,7.4,,100,,30,,20,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 15:00,2019,6,19,15:00,7.8,,7.8,,100,,29,,25,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 16:00,2019,6,19,16:00,7.9,,7.4,,97,,29,,26,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 17:00,2019,6,19,17:00,7.7,,7.7,,100,,29,,23,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 18:00,2019,6,19,18:00,7.8,,7.8,,100,,29,,19,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 19:00,2019,6,19,19:00,7.9,,7.9,,100,,29,,21,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 20:00,2019,6,19,20:00,7.8,,7.8,,100,,29,,17,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 21:00,2019,6,19,21:00,7.9,,7.9,,100,,29,,19,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 22:00,2019,6,19,22:00,8,,8,,100,,28,,15,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-19 23:00,2019,6,19,23:00,7.9,,7.9,,100,,27,,11,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 0:00,2019,6,20,0:00,7.8,,7.8,,100,,27,,11,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 1:00,2019,6,20,1:00,7.8,,7.8,,100,,28,,10,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 2:00,2019,6,20,2:00,8,,8,,100,,29,,8,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 3:00,2019,6,20,3:00,8.1,,8.1,,100,,28,,8,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 4:00,2019,6,20,4:00,8.3,,8.3,,100,,29,,8,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 5:00,2019,6,20,5:00,8.3,,8.3,,100,,25,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 6:00,2019,6,20,6:00,8.4,,8.4,,100,,28,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 7:00,2019,6,20,7:00,8.7,,8.7,,100,,25,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 8:00,2019,6,20,8:00,9.1,,9.1,,100,,21,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 9:00,2019,6,20,9:00,10,,10,,100,,18,,9,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 10:00,2019,6,20,10:00,11,,11,,100,,15,,14,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 11:00,2019,6,20,11:00,12.7,,10.8,,88,,12,,17,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 12:00,2019,6,20,12:00,13.3,,10,,81,,10,,19,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 13:00,2019,6,20,13:00,13.1,,9,,76,,11,,17,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 14:00,2019,6,20,14:00,14.2,,9.8,,75,,8,,15,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 15:00,2019,6,20,15:00,14.7,,10.3,,75,,3,,14,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 16:00,2019,6,20,16:00,14.2,,10.8,,80,,3,,11,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 17:00,2019,6,20,17:00,14.5,,11.5,,82,,2,,10,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 18:00,2019,6,20,18:00,14,,12.5,,91,,2,,17,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 19:00,2019,6,20,19:00,13.5,,13.4,,100,,36,,15,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 20:00,2019,6,20,20:00,13.3,,13.1,,99,,1,,17,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 21:00,2019,6,20,21:00,12.2,,12.2,,100,,36,,18,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 22:00,2019,6,20,22:00,11.7,,11.7,,100,,36,,18,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-20 23:00,2019,6,20,23:00,11.8,,11.7,,100,,34,,13,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 0:00,2019,6,21,0:00,12.3,,12.3,,100,,34,,19,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 1:00,2019,6,21,1:00,12.6,,12.6,,100,,35,,18,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 2:00,2019,6,21,2:00,12,,12,,100,,34,,14,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 3:00,2019,6,21,3:00,11.8,,11.8,,100,,36,,19,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 4:00,2019,6,21,4:00,11.2,,11.2,,100,,35,,12,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 5:00,2019,6,21,5:00,11.4,,11.3,,100,,34,,10,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 6:00,2019,6,21,6:00,11.7,,11.7,,100,,34,,13,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 7:00,2019,6,21,7:00,12.3,,12.3,,100,,34,,17,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 8:00,2019,6,21,8:00,13.1,,13,,100,,35,,13,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 9:00,2019,6,21,9:00,13.8,,13.1,,96,,35,,17,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 10:00,2019,6,21,10:00,13.5,,13.2,,98,,34,,19,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 11:00,2019,6,21,11:00,14.6,,13.6,,94,,35,,22,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 12:00,2019,6,21,12:00,15,,13.1,,88,,35,,23,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 13:00,2019,6,21,13:00,15.5,,13.8,,90,,32,,18,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 14:00,2019,6,21,14:00,16.9,,13.5,,81,,33,,25,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 15:00,2019,6,21,15:00,16.8,,12.5,,76,,33,,29,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 16:00,2019,6,21,16:00,16.6,,13.1,,80,,33,,21,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 17:00,2019,6,21,17:00,16.3,,12.6,,78,,35,,23,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 18:00,2019,6,21,18:00,14.5,,13.4,,93,,1,,18,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 19:00,2019,6,21,19:00,14.5,,13,,91,,35,,20,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 20:00,2019,6,21,20:00,14,,12,,88,,33,,21,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 21:00,2019,6,21,21:00,13.4,,12.1,,92,,33,,19,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 22:00,2019,6,21,22:00,12.8,,11.7,,93,,33,,21,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-21 23:00,2019,6,21,23:00,12.3,,11.5,,95,,32,,17,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-22 0:00,2019,6,22,0:00,11.4,,11,,98,,31,,12,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-22 1:00,2019,6,22,1:00,11,,10.9,,99,,29,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-22 2:00,2019,6,22,2:00,11.1,,11.1,,100,,30,,8,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-22 3:00,2019,6,22,3:00,11.3,,11.1,,99,,31,,11,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-22 4:00,2019,6,22,4:00,10.8,,10.7,,100,,31,,11,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-22 5:00,2019,6,22,5:00,10.9,,10.8,,100,,31,,10,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-22 6:00,2019,6,22,6:00,11.5,,10.9,,96,,32,,13,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-22 7:00,2019,6,22,7:00,12.4,,11.4,,94,,33,,18,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-22 8:00,2019,6,22,8:00,13.6,,12.1,,91,,33,,14,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-22 9:00,2019,6,22,9:00,13.7,,11.9,,89,,32,,16,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-22 10:00,2019,6,22,10:00,15.3,,13.1,,87,,34,,18,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-22 11:00,2019,6,22,11:00,15.1,,12,,82,,33,,15,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-22 12:00,2019,6,22,12:00,15.1,,11.6,,80,,32,,17,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-22 13:00,2019,6,22,13:00,16.9,,12.5,,75,,31,,15,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-22 14:00,2019,6,22,14:00,18.2,,10.8,,62,,33,,13,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-06-22 15:00,2019,6,22,15:00,18.2,,11.5,,65,,36,,13,,,,,,,,,,
